,Player,Year,Age,TS%,PTM,ASTM,ORBM,STLM,BLKM,TOVM,USG%,FG%,2P%,3P%,FT%,PTS,year_start,year_end,position,height,weight,birth_date,college,C,PF,PG,PG-SG,SF,SF-SG,SG,SG-PG,Team
251,Stephen Curry,2013-14,25.0,0.61,24.012820512820515,8.538461538461538,0.5897435897435898,1.641025641025641,0.1794871794871795,3.769230769230769,28.3,0.471,0.509,0.424,0.885,1873.0,2010,2018,G,192.024,190.0,"March 14, 1988",Davidson College,0,0,1,0,0,0,0,0,GSW
252,Stephen Curry,2014-15,26.0,0.638,23.75,7.7375,0.7,2.0375,0.2,3.1125,28.9,0.487,0.528,0.443,0.914,1900.0,2010,2018,G,192.024,190.0,"March 14, 1988",Davidson College,0,0,1,0,0,0,0,0,GSW
253,Stephen Curry,2015-16,27.0,0.669,30.063291139240505,6.670886075949367,0.8607594936708861,2.1392405063291138,0.189873417721519,3.3164556962025316,32.6,0.504,0.566,0.454,0.908,2375.0,2010,2018,G,192.024,190.0,"March 14, 1988",Davidson College,0,0,1,0,0,0,0,0,GSW
254,Stephen Curry,2016-17,28.0,0.624,25.303797468354432,6.620253164556962,0.7721518987341772,1.8101265822784811,0.21518987341772153,3.0253164556962027,30.1,0.468,0.537,0.411,0.898,1999.0,2010,2018,G,192.024,190.0,"March 14, 1988",Davidson College,0,0,1,0,0,0,0,0,GSW
255,Stephen Curry,2017-18,29.0,0.675,26.392156862745097,6.078431372549019,0.7058823529411765,1.5686274509803921,0.1568627450980392,3.0,31.0,0.495,0.595,0.423,0.921,1346.0,2010,2018,G,192.024,190.0,"March 14, 1988",Davidson College,0,0,1,0,0,0,0,0,GSW
256,Stephen Curry,2018-19,30.0,0.641,27.26086956521739,5.231884057971015,0.6521739130434783,1.3333333333333333,0.36231884057971014,2.782608695652174,30.4,0.472,0.525,0.437,0.916,1881.0,2010,2018,G,192.024,190.0,"March 14, 1988",Davidson College,0,0,1,0,0,0,0,0,GSW
257,Stephen Curry,2019-20,31.0,0.557,20.8,6.6,0.8,1.0,0.4,3.2,33.6,0.402,0.636,0.245,1.0,104.0,2010,2018,G,192.024,190.0,"March 14, 1988",Davidson College,0,0,1,0,0,0,0,0,GSW
258,Steve Nash,1999-00,25.0,0.601,8.589285714285714,4.857142857142857,0.6071428571428571,0.6607142857142857,0.05357142857142857,1.8214285714285714,14.5,0.477,0.528,0.403,0.882,481.0,1997,2014,G,192.024,195.0,"February 7, 1974",Santa Clara University,0,0,1,0,0,0,0,0,DAL
259,Steve Nash,2000-01,26.0,0.603,15.6,7.271428571428571,0.6571428571428571,1.0285714285714285,0.07142857142857142,2.9285714285714284,21.1,0.487,0.518,0.406,0.895,1092.0,1997,2014,G,192.024,195.0,"February 7, 1974",Santa Clara University,0,0,1,0,0,0,0,0,DAL
260,Steve Nash,2001-02,27.0,0.602,17.878048780487806,7.7317073170731705,0.6097560975609756,0.6463414634146342,0.04878048780487805,2.792682926829268,23.0,0.483,0.495,0.455,0.887,1466.0,1997,2014,G,192.024,195.0,"February 7, 1974",Santa Clara University,0,0,1,0,0,0,0,0,DAL
261,Steve Nash,2002-03,28.0,0.576,17.74390243902439,7.2926829268292686,0.7682926829268293,1.0365853658536586,0.07317073170731707,2.341463414634146,24.4,0.465,0.482,0.413,0.909,1455.0,1997,2014,G,192.024,195.0,"February 7, 1974",Santa Clara University,0,0,1,0,0,0,0,0,DAL
262,Steve Nash,2003-04,29.0,0.59,14.461538461538462,8.807692307692308,0.7564102564102564,0.8589743589743589,0.10256410256410256,2.6794871794871793,19.5,0.47,0.498,0.405,0.916,1128.0,1997,2014,G,192.024,195.0,"February 7, 1974",Santa Clara University,0,0,1,0,0,0,0,0,DAL
263,Steve Nash,2004-05,30.0,0.606,15.533333333333333,11.48,0.76,0.9866666666666667,0.08,3.2666666666666666,20.5,0.502,0.526,0.431,0.887,1165.0,1997,2014,G,192.024,195.0,"February 7, 1974",Santa Clara University,0,0,1,0,0,0,0,0,PHO
264,Steve Nash,2005-06,31.0,0.632,18.848101265822784,10.455696202531646,0.5949367088607594,0.7721518987341772,0.1518987341772152,3.4936708860759493,23.3,0.512,0.548,0.439,0.921,1489.0,1997,2014,G,192.024,195.0,"February 7, 1974",Santa Clara University,0,0,1,0,0,0,0,0,PHO
265,Steve Nash,2006-07,32.0,0.654,18.57894736842105,11.631578947368421,0.39473684210526316,0.75,0.07894736842105263,3.776315789473684,22.9,0.532,0.575,0.455,0.899,1412.0,1997,2014,G,192.024,195.0,"February 7, 1974",Santa Clara University,0,0,1,0,0,0,0,0,PHO
266,Steve Nash,2007-08,33.0,0.641,16.925925925925927,11.08641975308642,0.345679012345679,0.654320987654321,0.06172839506172839,3.6419753086419755,22.0,0.504,0.527,0.47,0.906,1371.0,1997,2014,G,192.024,195.0,"February 7, 1974",Santa Clara University,0,0,1,0,0,0,0,0,PHO
267,Steve Nash,2008-09,34.0,0.615,15.675675675675675,9.68918918918919,0.25675675675675674,0.7432432432432432,0.13513513513513514,3.3513513513513513,21.1,0.503,0.529,0.439,0.933,1160.0,1997,2014,G,192.024,195.0,"February 7, 1974",Santa Clara University,0,0,1,0,0,0,0,0,PHO
268,Steve Nash,2009-10,35.0,0.615,16.45679012345679,11.012345679012345,0.41975308641975306,0.5185185185185185,0.14814814814814814,3.6419753086419755,22.9,0.507,0.54,0.426,0.938,1333.0,1997,2014,G,192.024,195.0,"February 7, 1974",Santa Clara University,0,0,1,0,0,0,0,0,PHO
269,Steve Nash,2010-11,36.0,0.601,14.746666666666666,11.4,0.5333333333333333,0.64,0.05333333333333334,3.533333333333333,21.4,0.492,0.525,0.395,0.912,1106.0,1997,2014,G,192.024,195.0,"February 7, 1974",Santa Clara University,0,0,1,0,0,0,0,0,PHO
270,Steve Nash,2011-12,37.0,0.625,12.451612903225806,10.709677419354838,0.41935483870967744,0.6129032258064516,0.12903225806451613,3.693548387096774,19.6,0.532,0.58,0.39,0.894,772.0,1997,2014,G,192.024,195.0,"February 7, 1974",Santa Clara University,0,0,1,0,0,0,0,0,PHO
271,Steve Nash,2012-13,38.0,0.605,12.72,6.66,0.52,0.6,0.1,2.52,17.8,0.497,0.519,0.438,0.922,636.0,1997,2014,G,192.024,195.0,"February 7, 1974",Santa Clara University,0,0,1,0,0,0,0,0,LAL
272,Steve Nash,2013-14,39.0,0.488,6.8,5.733333333333333,0.26666666666666666,0.4666666666666667,0.13333333333333333,2.066666666666667,18.9,0.383,0.4,0.333,0.917,102.0,1997,2014,G,192.024,195.0,"February 7, 1974",Santa Clara University,0,0,1,0,0,0,0,0,LAL
273,Tim Duncan,1999-00,23.0,0.555,23.18918918918919,3.1621621621621623,3.5405405405405403,0.8918918918918919,2.22972972972973,3.27027027027027,28.7,0.49,0.494,0.091,0.761,1716.0,1998,2016,F-C,186.23280000000003,250.0,"April 25, 1976",Wake Forest University,0,1,0,0,0,0,0,0,SAS
274,Tim Duncan,2000-01,24.0,0.536,22.195121951219512,2.9878048780487805,3.158536585365854,0.8536585365853658,2.341463414634146,2.951219512195122,28.7,0.499,0.504,0.259,0.618,1820.0,1998,2016,F-C,186.23280000000003,250.0,"April 25, 1976",Wake Forest University,0,1,0,0,0,0,0,0,SAS
275,Tim Duncan,2001-02,25.0,0.576,25.475609756097562,3.7439024390243905,3.268292682926829,0.7439024390243902,2.475609756097561,3.207317073170732,29.0,0.508,0.511,0.1,0.799,2089.0,1998,2016,F-C,186.23280000000003,250.0,"April 25, 1976",Wake Forest University,0,1,0,0,0,0,0,0,SAS
276,Tim Duncan,2002-03,26.0,0.564,23.25925925925926,3.9012345679012346,3.197530864197531,0.6790123456790124,2.925925925925926,3.0617283950617282,28.0,0.513,0.517,0.273,0.71,1884.0,1998,2016,F-C,186.23280000000003,250.0,"April 25, 1976",Wake Forest University,0,1,0,0,0,0,0,0,SAS
277,Tim Duncan,2003-04,27.0,0.534,22.28985507246377,3.0869565217391304,3.289855072463768,0.8985507246376812,2.681159420289855,2.652173913043478,29.7,0.501,0.505,0.167,0.599,1538.0,1998,2016,F-C,186.23280000000003,250.0,"April 25, 1976",Wake Forest University,0,1,0,0,0,0,0,0,SAS
278,Tim Duncan,2004-05,28.0,0.54,20.333333333333332,2.712121212121212,3.0606060606060606,0.6818181818181818,2.6363636363636362,1.9242424242424243,28.9,0.496,0.498,0.333,0.67,1342.0,1998,2016,F-C,186.23280000000003,250.0,"April 25, 1976",Wake Forest University,0,1,0,0,0,0,0,0,SAS
279,Tim Duncan,2005-06,29.0,0.523,18.5625,3.1625,2.8875,0.875,2.025,2.475,27.7,0.484,0.485,0.4,0.629,1485.0,1998,2016,F-C,186.23280000000003,250.0,"April 25, 1976",Wake Forest University,0,1,0,0,0,0,0,0,SAS
280,Tim Duncan,2006-07,30.0,0.579,19.9875,3.4125,2.6625,0.825,2.375,2.8,27.9,0.546,0.55,0.111,0.637,1599.0,1998,2016,F-C,186.23280000000003,250.0,"April 25, 1976",Wake Forest University,1,0,0,0,0,0,0,0,SAS
281,Tim Duncan,2007-08,31.0,0.546,19.333333333333332,2.7948717948717947,3.0384615384615383,0.717948717948718,1.9487179487179487,2.282051282051282,28.2,0.497,0.498,0.0,0.73,1508.0,1998,2016,F-C,186.23280000000003,250.0,"April 25, 1976",Wake Forest University,1,0,0,0,0,0,0,0,SAS
282,Tim Duncan,2008-09,32.0,0.549,19.333333333333332,3.52,2.68,0.5066666666666667,1.68,2.2,28.5,0.504,0.505,0.0,0.692,1450.0,1998,2016,F-C,186.23280000000003,250.0,"April 25, 1976",Wake Forest University,1,0,0,0,0,0,0,0,SAS
283,Tim Duncan,2009-10,33.0,0.56,17.884615384615383,3.1538461538461537,2.8333333333333335,0.5769230769230769,1.5,1.794871794871795,26.0,0.518,0.522,0.182,0.725,1395.0,1998,2016,F-C,186.23280000000003,250.0,"April 25, 1976",Wake Forest University,1,0,0,0,0,0,0,0,SAS
284,Tim Duncan,2010-11,34.0,0.537,13.447368421052632,2.6710526315789473,2.223684210526316,0.6578947368421053,1.9210526315789473,1.605263157894737,22.9,0.5,0.502,0.0,0.716,1022.0,1998,2016,F-C,186.23280000000003,250.0,"April 25, 1976",Wake Forest University,1,0,0,0,0,0,0,0,SAS
285,Tim Duncan,2011-12,35.0,0.531,15.431034482758621,2.2758620689655173,1.896551724137931,0.6551724137931034,1.5172413793103448,1.6724137931034482,26.2,0.492,0.495,0.0,0.695,895.0,1998,2016,F-C,186.23280000000003,250.0,"April 25, 1976",Wake Forest University,1,0,0,0,0,0,0,0,SAS
286,Tim Duncan,2012-13,36.0,0.554,17.782608695652176,2.6666666666666665,1.7971014492753623,0.7246376811594203,2.652173913043478,2.130434782608696,27.8,0.502,0.504,0.286,0.817,1227.0,1998,2016,F-C,186.23280000000003,250.0,"April 25, 1976",Wake Forest University,1,0,0,0,0,0,0,0,SAS
287,Tim Duncan,2013-14,37.0,0.535,15.121621621621621,2.972972972972973,2.135135135135135,0.581081081081081,1.8783783783783783,2.1486486486486487,25.2,0.49,0.493,0.0,0.731,1119.0,1998,2016,F-C,186.23280000000003,250.0,"April 25, 1976",Wake Forest University,1,0,0,0,0,0,0,0,SAS
288,Tim Duncan,2014-15,38.0,0.56,13.896103896103897,2.987012987012987,2.207792207792208,0.8181818181818182,1.9610389610389611,1.7012987012987013,22.2,0.512,0.514,0.286,0.74,1070.0,1998,2016,F-C,186.23280000000003,250.0,"April 25, 1976",Wake Forest University,1,0,0,0,0,0,0,0,SAS
289,Tim Duncan,2015-16,39.0,0.523,8.557377049180328,2.6721311475409837,1.8852459016393444,0.7704918032786885,1.278688524590164,1.4754098360655739,17.6,0.488,0.49,0.0,0.702,522.0,1998,2016,F-C,186.23280000000003,250.0,"April 25, 1976",Wake Forest University,1,0,0,0,0,0,0,0,SAS
