,Year,Defender,Opponent,Points_Against,Opponent_FG%
5752,2015-16,Marreese Speights,Giannis Antetokounmpo,20.0,0.529
5753,2015-16,Jason Thompson,Giannis Antetokounmpo,20.0,0.529
5754,2015-16,James Michael McAdoo,Giannis Antetokounmpo,20.0,0.529
5755,2015-16,Ian Clark,Giannis Antetokounmpo,20.0,0.529
5756,2015-16,Khris Middleton,Giannis Antetokounmpo,9.0,0.333
5757,2015-16,Jabari Parker,Giannis Antetokounmpo,9.0,0.333
5758,2015-16,Miles Plumlee,Giannis Antetokounmpo,9.0,0.333
5759,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,9.0,0.333
5760,2015-16,O.J. Mayo,Giannis Antetokounmpo,9.0,0.333
5761,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,9.0,0.333
5762,2015-16,John Henson,Giannis Antetokounmpo,9.0,0.333
5763,2015-16,Tyler Ennis,Giannis Antetokounmpo,9.0,0.333
5764,2015-16,Chris Copeland,Giannis Antetokounmpo,9.0,0.333
5765,2015-16,Damien Inglis,Giannis Antetokounmpo,9.0,0.333
5766,2015-16,Greg Monroe,Giannis Antetokounmpo,9.0,0.333
5767,2015-16,Rashad Vaughn,Giannis Antetokounmpo,9.0,0.333
5768,2015-16,Luc Mbah a Moute,Giannis Antetokounmpo,9.0,0.333
5769,2015-16,Blake Griffin,Giannis Antetokounmpo,9.0,0.333
5770,2015-16,DeAndre Jordan,Giannis Antetokounmpo,9.0,0.333
5771,2015-16,JJ Redick,Giannis Antetokounmpo,9.0,0.333
5772,2015-16,Chris Paul,Giannis Antetokounmpo,9.0,0.333
5773,2015-16,Wesley Johnson,Giannis Antetokounmpo,9.0,0.333
5774,2015-16,Jamal Crawford,Giannis Antetokounmpo,9.0,0.333
5775,2015-16,Paul Pierce,Giannis Antetokounmpo,9.0,0.333
5776,2015-16,Josh Smith,Giannis Antetokounmpo,9.0,0.333
5777,2015-16,Austin Rivers,Giannis Antetokounmpo,9.0,0.333
5778,2015-16,Lance Stephenson,Giannis Antetokounmpo,9.0,0.333
5779,2015-16,Cole Aldrich,Giannis Antetokounmpo,9.0,0.333
5780,2015-16,Pablo Prigioni,Giannis Antetokounmpo,9.0,0.333
5781,2015-16,Jabari Parker,Giannis Antetokounmpo,15.0,0.545
5782,2015-16,John Henson,Giannis Antetokounmpo,15.0,0.545
5783,2015-16,Khris Middleton,Giannis Antetokounmpo,15.0,0.545
5784,2015-16,O.J. Mayo,Giannis Antetokounmpo,15.0,0.545
5785,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,15.0,0.545
5786,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,15.0,0.545
5787,2015-16,Miles Plumlee,Giannis Antetokounmpo,15.0,0.545
5788,2015-16,Rashad Vaughn,Giannis Antetokounmpo,15.0,0.545
5789,2015-16,Chris Copeland,Giannis Antetokounmpo,15.0,0.545
5790,2015-16,Tyler Ennis,Giannis Antetokounmpo,15.0,0.545
5791,2015-16,Damien Inglis,Giannis Antetokounmpo,15.0,0.545
5792,2015-16,Greg Monroe,Giannis Antetokounmpo,15.0,0.545
5793,2015-16,Kobe Bryant,Giannis Antetokounmpo,15.0,0.545
5794,2015-16,Larry Nance Jr.,Giannis Antetokounmpo,15.0,0.545
5795,2015-16,Roy Hibbert,Giannis Antetokounmpo,15.0,0.545
5796,2015-16,Lou Williams,Giannis Antetokounmpo,15.0,0.545
5797,2015-16,Jordan Clarkson,Giannis Antetokounmpo,15.0,0.545
5798,2015-16,D'Angelo Russell,Giannis Antetokounmpo,15.0,0.545
5799,2015-16,Robert Sacre,Giannis Antetokounmpo,15.0,0.545
5800,2015-16,Julius Randle,Giannis Antetokounmpo,15.0,0.545
5801,2015-16,Nick Young,Giannis Antetokounmpo,15.0,0.545
5802,2015-16,Brandon Bass,Giannis Antetokounmpo,15.0,0.545
5803,2015-16,Marcelo Huertas,Giannis Antetokounmpo,15.0,0.545
5804,2015-16,Anthony Brown,Giannis Antetokounmpo,15.0,0.545
5805,2015-16,Ryan Kelly,Giannis Antetokounmpo,15.0,0.545
5806,2015-16,Brandon Rush,Giannis Antetokounmpo,11.0,0.4
5807,2015-16,Draymond Green,Giannis Antetokounmpo,11.0,0.4
5808,2015-16,Andrew Bogut,Giannis Antetokounmpo,11.0,0.4
5809,2015-16,Klay Thompson,Giannis Antetokounmpo,11.0,0.4
5810,2015-16,Stephen Curry,Giannis Antetokounmpo,11.0,0.4
5811,2015-16,Andre Iguodala,Giannis Antetokounmpo,11.0,0.4
5812,2015-16,Shaun Livingston,Giannis Antetokounmpo,11.0,0.4
5813,2015-16,Festus Ezeli,Giannis Antetokounmpo,11.0,0.4
5814,2015-16,Leandro Barbosa,Giannis Antetokounmpo,11.0,0.4
5815,2015-16,Marreese Speights,Giannis Antetokounmpo,11.0,0.4
5816,2015-16,Jason Thompson,Giannis Antetokounmpo,11.0,0.4
5817,2015-16,James Michael McAdoo,Giannis Antetokounmpo,11.0,0.4
5818,2015-16,Ian Clark,Giannis Antetokounmpo,11.0,0.4
5819,2015-16,Jabari Parker,Giannis Antetokounmpo,11.0,0.4
5820,2015-16,Greg Monroe,Giannis Antetokounmpo,11.0,0.4
5821,2015-16,Khris Middleton,Giannis Antetokounmpo,11.0,0.4
5822,2015-16,O.J. Mayo,Giannis Antetokounmpo,11.0,0.4
5823,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,11.0,0.4
5824,2015-16,Rashad Vaughn,Giannis Antetokounmpo,11.0,0.4
5825,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,11.0,0.4
5826,2015-16,John Henson,Giannis Antetokounmpo,11.0,0.4
5827,2015-16,Chris Copeland,Giannis Antetokounmpo,11.0,0.4
5828,2015-16,Tyler Ennis,Giannis Antetokounmpo,11.0,0.4
5829,2015-16,Damien Inglis,Giannis Antetokounmpo,11.0,0.4
5830,2015-16,Miles Plumlee,Giannis Antetokounmpo,11.0,0.4
5831,2015-16,Jabari Parker,Giannis Antetokounmpo,15.0,0.583
5832,2015-16,Greg Monroe,Giannis Antetokounmpo,15.0,0.583
5833,2015-16,Khris Middleton,Giannis Antetokounmpo,15.0,0.583
5834,2015-16,O.J. Mayo,Giannis Antetokounmpo,15.0,0.583
5835,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,15.0,0.583
5836,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,15.0,0.583
5837,2015-16,John Henson,Giannis Antetokounmpo,15.0,0.583
5838,2015-16,Rashad Vaughn,Giannis Antetokounmpo,15.0,0.583
5839,2015-16,Chris Copeland,Giannis Antetokounmpo,15.0,0.583
5840,2015-16,Tyler Ennis,Giannis Antetokounmpo,15.0,0.583
5841,2015-16,Damien Inglis,Giannis Antetokounmpo,15.0,0.583
5842,2015-16,Miles Plumlee,Giannis Antetokounmpo,15.0,0.583
5843,2015-16,Terrence Ross,Giannis Antetokounmpo,15.0,0.583
5844,2015-16,Luis Scola,Giannis Antetokounmpo,15.0,0.583
5845,2015-16,Bismack Biyombo,Giannis Antetokounmpo,15.0,0.583
5846,2015-16,DeMar DeRozan,Giannis Antetokounmpo,15.0,0.583
5847,2015-16,Kyle Lowry,Giannis Antetokounmpo,15.0,0.583
5848,2015-16,Cory Joseph,Giannis Antetokounmpo,15.0,0.583
5849,2015-16,Patrick Patterson,Giannis Antetokounmpo,15.0,0.583
5850,2015-16,James Johnson,Giannis Antetokounmpo,15.0,0.583
5851,2015-16,Anthony Bennett,Giannis Antetokounmpo,15.0,0.583
5852,2015-16,Bruno Caboclo,Giannis Antetokounmpo,15.0,0.583
5853,2015-16,Lucas Nogueira,Giannis Antetokounmpo,15.0,0.583
5854,2015-16,Norman Powell,Giannis Antetokounmpo,15.0,0.583
5855,2015-16,Delon Wright,Giannis Antetokounmpo,15.0,0.583
5856,2015-16,Luc Mbah a Moute,Giannis Antetokounmpo,15.0,0.455
5857,2015-16,Blake Griffin,Giannis Antetokounmpo,15.0,0.455
5858,2015-16,DeAndre Jordan,Giannis Antetokounmpo,15.0,0.455
5859,2015-16,JJ Redick,Giannis Antetokounmpo,15.0,0.455
5860,2015-16,Chris Paul,Giannis Antetokounmpo,15.0,0.455
5861,2015-16,Wesley Johnson,Giannis Antetokounmpo,15.0,0.455
5862,2015-16,Jamal Crawford,Giannis Antetokounmpo,15.0,0.455
5863,2015-16,Josh Smith,Giannis Antetokounmpo,15.0,0.455
5864,2015-16,Austin Rivers,Giannis Antetokounmpo,15.0,0.455
5865,2015-16,Paul Pierce,Giannis Antetokounmpo,15.0,0.455
5866,2015-16,Lance Stephenson,Giannis Antetokounmpo,15.0,0.455
5867,2015-16,Cole Aldrich,Giannis Antetokounmpo,15.0,0.455
5868,2015-16,Pablo Prigioni,Giannis Antetokounmpo,15.0,0.455
5869,2015-16,Jabari Parker,Giannis Antetokounmpo,15.0,0.455
5870,2015-16,Greg Monroe,Giannis Antetokounmpo,15.0,0.455
5871,2015-16,Khris Middleton,Giannis Antetokounmpo,15.0,0.455
5872,2015-16,O.J. Mayo,Giannis Antetokounmpo,15.0,0.455
5873,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,15.0,0.455
5874,2015-16,Rashad Vaughn,Giannis Antetokounmpo,15.0,0.455
5875,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,15.0,0.455
5876,2015-16,John Henson,Giannis Antetokounmpo,15.0,0.455
5877,2015-16,Chris Copeland,Giannis Antetokounmpo,15.0,0.455
5878,2015-16,Tyler Ennis,Giannis Antetokounmpo,15.0,0.455
5879,2015-16,Damien Inglis,Giannis Antetokounmpo,15.0,0.455
5880,2015-16,Miles Plumlee,Giannis Antetokounmpo,15.0,0.455
5881,2015-16,Al-Farouq Aminu,Giannis Antetokounmpo,17.0,0.5
5882,2015-16,Noah Vonleh,Giannis Antetokounmpo,17.0,0.5
5883,2015-16,Mason Plumlee,Giannis Antetokounmpo,17.0,0.5
5884,2015-16,CJ McCollum,Giannis Antetokounmpo,17.0,0.5
5885,2015-16,Damian Lillard,Giannis Antetokounmpo,17.0,0.5
5886,2015-16,Ed Davis,Giannis Antetokounmpo,17.0,0.5
5887,2015-16,Allen Crabbe,Giannis Antetokounmpo,17.0,0.5
5888,2015-16,Meyers Leonard,Giannis Antetokounmpo,17.0,0.5
5889,2015-16,Maurice Harkless,Giannis Antetokounmpo,17.0,0.5
5890,2015-16,Gerald Henderson,Giannis Antetokounmpo,17.0,0.5
5891,2015-16,Pat Connaughton,Giannis Antetokounmpo,17.0,0.5
5892,2015-16,Tim Frazier,Giannis Antetokounmpo,17.0,0.5
5893,2015-16,Chris Kaman,Giannis Antetokounmpo,17.0,0.5
5894,2015-16,Jabari Parker,Giannis Antetokounmpo,17.0,0.5
5895,2015-16,Greg Monroe,Giannis Antetokounmpo,17.0,0.5
5896,2015-16,Khris Middleton,Giannis Antetokounmpo,17.0,0.5
5897,2015-16,O.J. Mayo,Giannis Antetokounmpo,17.0,0.5
5898,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,17.0,0.5
5899,2015-16,Rashad Vaughn,Giannis Antetokounmpo,17.0,0.5
5900,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,17.0,0.5
5901,2015-16,John Henson,Giannis Antetokounmpo,17.0,0.5
5902,2015-16,Chris Copeland,Giannis Antetokounmpo,17.0,0.5
5903,2015-16,Tyler Ennis,Giannis Antetokounmpo,17.0,0.5
5904,2015-16,Damien Inglis,Giannis Antetokounmpo,17.0,0.5
5905,2015-16,Miles Plumlee,Giannis Antetokounmpo,17.0,0.5
5906,2015-16,Carmelo Anthony,Giannis Antetokounmpo,17.0,0.4
5907,2015-16,Kristaps Porzingis,Giannis Antetokounmpo,17.0,0.4
5908,2015-16,Robin Lopez,Giannis Antetokounmpo,17.0,0.4
5909,2015-16,Arron Afflalo,Giannis Antetokounmpo,17.0,0.4
5910,2015-16,Jose Calderon,Giannis Antetokounmpo,17.0,0.4
5911,2015-16,Lance Thomas,Giannis Antetokounmpo,17.0,0.4
5912,2015-16,Kevin Seraphin,Giannis Antetokounmpo,17.0,0.4
5913,2015-16,Langston Galloway,Giannis Antetokounmpo,17.0,0.4
5914,2015-16,Jerian Grant,Giannis Antetokounmpo,17.0,0.4
5915,2015-16,Derrick Williams,Giannis Antetokounmpo,17.0,0.4
5916,2015-16,Lou Amundson,Giannis Antetokounmpo,17.0,0.4
5917,2015-16,Kyle O'Quinn,Giannis Antetokounmpo,17.0,0.4
5918,2015-16,Sasha Vujacic,Giannis Antetokounmpo,17.0,0.4
5919,2015-16,Jabari Parker,Giannis Antetokounmpo,17.0,0.4
5920,2015-16,Greg Monroe,Giannis Antetokounmpo,17.0,0.4
5921,2015-16,Khris Middleton,Giannis Antetokounmpo,17.0,0.4
5922,2015-16,O.J. Mayo,Giannis Antetokounmpo,17.0,0.4
5923,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,17.0,0.4
5924,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,17.0,0.4
5925,2015-16,John Henson,Giannis Antetokounmpo,17.0,0.4
5926,2015-16,Rashad Vaughn,Giannis Antetokounmpo,17.0,0.4
5927,2015-16,Chris Copeland,Giannis Antetokounmpo,17.0,0.4
5928,2015-16,Tyler Ennis,Giannis Antetokounmpo,17.0,0.4
5929,2015-16,Damien Inglis,Giannis Antetokounmpo,17.0,0.4
5930,2015-16,Miles Plumlee,Giannis Antetokounmpo,17.0,0.4
5931,2015-16,Khris Middleton,Giannis Antetokounmpo,12.0,0.455
5932,2015-16,Greg Monroe,Giannis Antetokounmpo,12.0,0.455
5933,2015-16,O.J. Mayo,Giannis Antetokounmpo,12.0,0.455
5934,2015-16,Jerryd Bayless,Giannis Antetokounmpo,12.0,0.455
5935,2015-16,Jabari Parker,Giannis Antetokounmpo,12.0,0.455
5936,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,12.0,0.455
5937,2015-16,Rashad Vaughn,Giannis Antetokounmpo,12.0,0.455
5938,2015-16,John Henson,Giannis Antetokounmpo,12.0,0.455
5939,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,12.0,0.455
5940,2015-16,Chris Copeland,Giannis Antetokounmpo,12.0,0.455
5941,2015-16,Tyler Ennis,Giannis Antetokounmpo,12.0,0.455
5942,2015-16,Miles Plumlee,Giannis Antetokounmpo,12.0,0.455
5943,2015-16,Marcus Morris Sr.,Giannis Antetokounmpo,12.0,0.455
5944,2015-16,Ersan Ilyasova,Giannis Antetokounmpo,12.0,0.455
5945,2015-16,Andre Drummond,Giannis Antetokounmpo,12.0,0.455
5946,2015-16,Kentavious Caldwell-Pope,Giannis Antetokounmpo,12.0,0.455
5947,2015-16,Reggie Jackson,Giannis Antetokounmpo,12.0,0.455
5948,2015-16,Stanley Johnson,Giannis Antetokounmpo,12.0,0.455
5949,2015-16,Anthony Tolliver,Giannis Antetokounmpo,12.0,0.455
5950,2015-16,Steve Blake,Giannis Antetokounmpo,12.0,0.455
5951,2015-16,Aron Baynes,Giannis Antetokounmpo,12.0,0.455
5952,2015-16,Joel Anthony,Giannis Antetokounmpo,12.0,0.455
5953,2015-16,Reggie Bullock Jr.,Giannis Antetokounmpo,12.0,0.455
5954,2015-16,Spencer Dinwiddie,Giannis Antetokounmpo,12.0,0.455
5955,2015-16,Darrun Hilliard,Giannis Antetokounmpo,12.0,0.455
5956,2015-16,Khris Middleton,Giannis Antetokounmpo,7.0,0.25
5957,2015-16,Greg Monroe,Giannis Antetokounmpo,7.0,0.25
5958,2015-16,O.J. Mayo,Giannis Antetokounmpo,7.0,0.25
5959,2015-16,Tyler Ennis,Giannis Antetokounmpo,7.0,0.25
5960,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,7.0,0.25
5961,2015-16,Jabari Parker,Giannis Antetokounmpo,7.0,0.25
5962,2015-16,John Henson,Giannis Antetokounmpo,7.0,0.25
5963,2015-16,Rashad Vaughn,Giannis Antetokounmpo,7.0,0.25
5964,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,7.0,0.25
5965,2015-16,Miles Plumlee,Giannis Antetokounmpo,7.0,0.25
5966,2015-16,Chris Copeland,Giannis Antetokounmpo,7.0,0.25
5967,2015-16,Jerryd Bayless,Giannis Antetokounmpo,7.0,0.25
5968,2015-16,Kawhi Leonard,Giannis Antetokounmpo,7.0,0.25
5969,2015-16,LaMarcus Aldridge,Giannis Antetokounmpo,7.0,0.25
5970,2015-16,Tim Duncan,Giannis Antetokounmpo,7.0,0.25
5971,2015-16,Danny Green,Giannis Antetokounmpo,7.0,0.25
5972,2015-16,Tony Parker,Giannis Antetokounmpo,7.0,0.25
5973,2015-16,David West,Giannis Antetokounmpo,7.0,0.25
5974,2015-16,Manu Ginobili,Giannis Antetokounmpo,7.0,0.25
5975,2015-16,Boris Diaw,Giannis Antetokounmpo,7.0,0.25
5976,2015-16,Patty Mills,Giannis Antetokounmpo,7.0,0.25
5977,2015-16,Kyle Anderson,Giannis Antetokounmpo,7.0,0.25
5978,2015-16,Jonathon Simmons,Giannis Antetokounmpo,7.0,0.25
5979,2015-16,Rasual Butler,Giannis Antetokounmpo,7.0,0.25
5980,2015-16,Matt Bonner,Giannis Antetokounmpo,7.0,0.25
5981,2015-16,Danilo Gallinari,Giannis Antetokounmpo,9.0,0.3
5982,2015-16,Kenneth Faried,Giannis Antetokounmpo,9.0,0.3
5983,2015-16,Nikola Jokic,Giannis Antetokounmpo,9.0,0.3
5984,2015-16,Randy Foye,Giannis Antetokounmpo,9.0,0.3
5985,2015-16,Emmanuel Mudiay,Giannis Antetokounmpo,9.0,0.3
5986,2015-16,Joffrey Lauvergne,Giannis Antetokounmpo,9.0,0.3
5987,2015-16,Darrell Arthur,Giannis Antetokounmpo,9.0,0.3
5988,2015-16,Jameer Nelson,Giannis Antetokounmpo,9.0,0.3
5989,2015-16,Will Barton,Giannis Antetokounmpo,9.0,0.3
5990,2015-16,Kostas Papanikolaou,Giannis Antetokounmpo,9.0,0.3
5991,2015-16,Mike Miller,Giannis Antetokounmpo,9.0,0.3
5992,2015-16,Gary Harris,Giannis Antetokounmpo,9.0,0.3
5993,2015-16,JJ Hickson,Giannis Antetokounmpo,9.0,0.3
5994,2015-16,Khris Middleton,Giannis Antetokounmpo,9.0,0.3
5995,2015-16,Greg Monroe,Giannis Antetokounmpo,9.0,0.3
5996,2015-16,O.J. Mayo,Giannis Antetokounmpo,9.0,0.3
5997,2015-16,Jerryd Bayless,Giannis Antetokounmpo,9.0,0.3
5998,2015-16,Jabari Parker,Giannis Antetokounmpo,9.0,0.3
5999,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,9.0,0.3
6000,2015-16,John Henson,Giannis Antetokounmpo,9.0,0.3
6001,2015-16,Rashad Vaughn,Giannis Antetokounmpo,9.0,0.3
6002,2015-16,Tyler Ennis,Giannis Antetokounmpo,9.0,0.3
6003,2015-16,Miles Plumlee,Giannis Antetokounmpo,9.0,0.3
6004,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,9.0,0.3
6005,2015-16,Chris Copeland,Giannis Antetokounmpo,9.0,0.3
6006,2015-16,Khris Middleton,Giannis Antetokounmpo,8.0,0.8
6007,2015-16,Greg Monroe,Giannis Antetokounmpo,8.0,0.8
6008,2015-16,O.J. Mayo,Giannis Antetokounmpo,8.0,0.8
6009,2015-16,Jerryd Bayless,Giannis Antetokounmpo,8.0,0.8
6010,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,8.0,0.8
6011,2015-16,Jabari Parker,Giannis Antetokounmpo,8.0,0.8
6012,2015-16,John Henson,Giannis Antetokounmpo,8.0,0.8
6013,2015-16,Tyler Ennis,Giannis Antetokounmpo,8.0,0.8
6014,2015-16,Chris Copeland,Giannis Antetokounmpo,8.0,0.8
6015,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,8.0,0.8
6016,2015-16,Miles Plumlee,Giannis Antetokounmpo,8.0,0.8
6017,2015-16,Rashad Vaughn,Giannis Antetokounmpo,8.0,0.8
6018,2015-16,PJ Hairston,Giannis Antetokounmpo,8.0,0.8
6019,2015-16,Marvin Williams,Giannis Antetokounmpo,8.0,0.8
6020,2015-16,Al Jefferson,Giannis Antetokounmpo,8.0,0.8
6021,2015-16,Nicolas Batum,Giannis Antetokounmpo,8.0,0.8
6022,2015-16,Kemba Walker,Giannis Antetokounmpo,8.0,0.8
6023,2015-16,Jeremy Lamb,Giannis Antetokounmpo,8.0,0.8
6024,2015-16,Cody Zeller,Giannis Antetokounmpo,8.0,0.8
6025,2015-16,Frank Kaminsky,Giannis Antetokounmpo,8.0,0.8
6026,2015-16,Jeremy Lin,Giannis Antetokounmpo,8.0,0.8
6027,2015-16,Spencer Hawes,Giannis Antetokounmpo,8.0,0.8
6028,2015-16,Tyler Hansbrough,Giannis Antetokounmpo,8.0,0.8
6029,2015-16,Troy Daniels,Giannis Antetokounmpo,8.0,0.8
6030,2015-16,Brian Roberts,Giannis Antetokounmpo,8.0,0.8
6031,2015-16,Jabari Parker,Giannis Antetokounmpo,17.0,0.7
6032,2015-16,Greg Monroe,Giannis Antetokounmpo,17.0,0.7
6033,2015-16,Khris Middleton,Giannis Antetokounmpo,17.0,0.7
6034,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,17.0,0.7
6035,2015-16,Jerryd Bayless,Giannis Antetokounmpo,17.0,0.7
6036,2015-16,Greivis Vasquez,Giannis Antetokounmpo,17.0,0.7
6037,2015-16,John Henson,Giannis Antetokounmpo,17.0,0.7
6038,2015-16,O.J. Mayo,Giannis Antetokounmpo,17.0,0.7
6039,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,17.0,0.7
6040,2015-16,Chris Copeland,Giannis Antetokounmpo,17.0,0.7
6041,2015-16,Miles Plumlee,Giannis Antetokounmpo,17.0,0.7
6042,2015-16,Rashad Vaughn,Giannis Antetokounmpo,17.0,0.7
6043,2015-16,Tobias Harris,Giannis Antetokounmpo,17.0,0.7
6044,2015-16,Channing Frye,Giannis Antetokounmpo,17.0,0.7
6045,2015-16,Nikola Vucevic,Giannis Antetokounmpo,17.0,0.7
6046,2015-16,Evan Fournier,Giannis Antetokounmpo,17.0,0.7
6047,2015-16,Elfrid Payton,Giannis Antetokounmpo,17.0,0.7
6048,2015-16,Shabazz Napier,Giannis Antetokounmpo,17.0,0.7
6049,2015-16,Andrew Nicholson,Giannis Antetokounmpo,17.0,0.7
6050,2015-16,Victor Oladipo,Giannis Antetokounmpo,17.0,0.7
6051,2015-16,Jason Smith,Giannis Antetokounmpo,17.0,0.7
6052,2015-16,Aaron Gordon,Giannis Antetokounmpo,17.0,0.7
6053,2015-16,Dewayne Dedmon,Giannis Antetokounmpo,17.0,0.7
6054,2015-16,Mario Hezonja,Giannis Antetokounmpo,17.0,0.7
6055,2015-16,Devyn Marble,Giannis Antetokounmpo,17.0,0.7
6056,2015-16,Rudy Gay,Giannis Antetokounmpo,21.0,0.538
6057,2015-16,Willie Cauley-Stein,Giannis Antetokounmpo,21.0,0.538
6058,2015-16,Kosta Koufos,Giannis Antetokounmpo,21.0,0.538
6059,2015-16,Ben McLemore,Giannis Antetokounmpo,21.0,0.538
6060,2015-16,Rajon Rondo,Giannis Antetokounmpo,21.0,0.538
6061,2015-16,Omri Casspi,Giannis Antetokounmpo,21.0,0.538
6062,2015-16,Marco Belinelli,Giannis Antetokounmpo,21.0,0.538
6063,2015-16,Darren Collison,Giannis Antetokounmpo,21.0,0.538
6064,2015-16,Quincy Acy,Giannis Antetokounmpo,21.0,0.538
6065,2015-16,James Anderson,Giannis Antetokounmpo,21.0,0.538
6066,2015-16,DeMarcus Cousins,Giannis Antetokounmpo,21.0,0.538
6067,2015-16,Seth Curry,Giannis Antetokounmpo,21.0,0.538
6068,2015-16,Eric Moreland,Giannis Antetokounmpo,21.0,0.538
6069,2015-16,Jabari Parker,Giannis Antetokounmpo,21.0,0.538
6070,2015-16,Greg Monroe,Giannis Antetokounmpo,21.0,0.538
6071,2015-16,Khris Middleton,Giannis Antetokounmpo,21.0,0.538
6072,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,21.0,0.538
6073,2015-16,John Henson,Giannis Antetokounmpo,21.0,0.538
6074,2015-16,O.J. Mayo,Giannis Antetokounmpo,21.0,0.538
6075,2015-16,Jerryd Bayless,Giannis Antetokounmpo,21.0,0.538
6076,2015-16,Greivis Vasquez,Giannis Antetokounmpo,21.0,0.538
6077,2015-16,Chris Copeland,Giannis Antetokounmpo,21.0,0.538
6078,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,21.0,0.538
6079,2015-16,Miles Plumlee,Giannis Antetokounmpo,21.0,0.538
6080,2015-16,Rashad Vaughn,Giannis Antetokounmpo,21.0,0.538
6081,2015-16,Marcus Morris Sr.,Giannis Antetokounmpo,17.0,0.6
6082,2015-16,Ersan Ilyasova,Giannis Antetokounmpo,17.0,0.6
6083,2015-16,Andre Drummond,Giannis Antetokounmpo,17.0,0.6
6084,2015-16,Kentavious Caldwell-Pope,Giannis Antetokounmpo,17.0,0.6
6085,2015-16,Reggie Jackson,Giannis Antetokounmpo,17.0,0.6
6086,2015-16,Anthony Tolliver,Giannis Antetokounmpo,17.0,0.6
6087,2015-16,Aron Baynes,Giannis Antetokounmpo,17.0,0.6
6088,2015-16,Spencer Dinwiddie,Giannis Antetokounmpo,17.0,0.6
6089,2015-16,Stanley Johnson,Giannis Antetokounmpo,17.0,0.6
6090,2015-16,Darrun Hilliard,Giannis Antetokounmpo,17.0,0.6
6091,2015-16,Steve Blake,Giannis Antetokounmpo,17.0,0.6
6092,2015-16,Reggie Bullock Jr.,Giannis Antetokounmpo,17.0,0.6
6093,2015-16,Joel Anthony,Giannis Antetokounmpo,17.0,0.6
6094,2015-16,Jabari Parker,Giannis Antetokounmpo,17.0,0.6
6095,2015-16,Greg Monroe,Giannis Antetokounmpo,17.0,0.6
6096,2015-16,Khris Middleton,Giannis Antetokounmpo,17.0,0.6
6097,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,17.0,0.6
6098,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,17.0,0.6
6099,2015-16,John Henson,Giannis Antetokounmpo,17.0,0.6
6100,2015-16,Jerryd Bayless,Giannis Antetokounmpo,17.0,0.6
6101,2015-16,O.J. Mayo,Giannis Antetokounmpo,17.0,0.6
6102,2015-16,Greivis Vasquez,Giannis Antetokounmpo,17.0,0.6
6103,2015-16,Rashad Vaughn,Giannis Antetokounmpo,17.0,0.6
6104,2015-16,Chris Copeland,Giannis Antetokounmpo,17.0,0.6
6105,2015-16,Miles Plumlee,Giannis Antetokounmpo,17.0,0.6
6106,2015-16,Jabari Parker,Giannis Antetokounmpo,9.0,0.375
6107,2015-16,Greg Monroe,Giannis Antetokounmpo,9.0,0.375
6108,2015-16,Khris Middleton,Giannis Antetokounmpo,9.0,0.375
6109,2015-16,Michael Carter-Williams,Giannis Antetokounmpo,9.0,0.375
6110,2015-16,Johnny O'Bryant III,Giannis Antetokounmpo,9.0,0.375
6111,2015-16,O.J. Mayo,Giannis Antetokounmpo,9.0,0.375
6112,2015-16,John Henson,Giannis Antetokounmpo,9.0,0.375
6113,2015-16,Greivis Vasquez,Giannis Antetokounmpo,9.0,0.375
6114,2015-16,Jerryd Bayless,Giannis Antetokounmpo,9.0,0.375
6115,2015-16,Miles Plumlee,Giannis Antetokounmpo,9.0,0.375
6116,2015-16,Chris Copeland,Giannis Antetokounmpo,9.0,0.375
6117,2015-16,Rashad Vaughn,Giannis Antetokounmpo,9.0,0.375
6118,2015-16,CJ Miles,Giannis Antetokounmpo,9.0,0.375
6119,2015-16,Paul George,Giannis Antetokounmpo,9.0,0.375
6120,2015-16,Ian Mahinmi,Giannis Antetokounmpo,9.0,0.375
