,Year,Defender,Opponent,Points_Against,Opponent_FG%
3601,2014-15,Matt Barnes,Giannis Antetokounmpo,20.0,0.727
3602,2014-15,Blake Griffin,Giannis Antetokounmpo,20.0,0.727
3603,2014-15,DeAndre Jordan,Giannis Antetokounmpo,20.0,0.727
3604,2014-15,JJ Redick,Giannis Antetokounmpo,20.0,0.727
3605,2014-15,Chris Paul,Giannis Antetokounmpo,20.0,0.727
3606,2014-15,Jamal Crawford,Giannis Antetokounmpo,20.0,0.727
3607,2014-15,Glen Davis,Giannis Antetokounmpo,20.0,0.727
3608,2014-15,Jordan Farmar,Giannis Antetokounmpo,20.0,0.727
3609,2014-15,Hedo Turkoglu,Giannis Antetokounmpo,20.0,0.727
3610,2014-15,Chris Douglas-Roberts,Giannis Antetokounmpo,20.0,0.727
3611,2014-15,Reggie Bullock Jr.,Giannis Antetokounmpo,20.0,0.727
3612,2014-15,Jared Cunningham,Giannis Antetokounmpo,20.0,0.727
3613,2014-15,Ekpe Udoh,Giannis Antetokounmpo,20.0,0.727
3614,2014-15,Jabari Parker,Giannis Antetokounmpo,20.0,0.727
3615,2014-15,Larry Sanders,Giannis Antetokounmpo,20.0,0.727
3616,2014-15,O.J. Mayo,Giannis Antetokounmpo,20.0,0.727
3617,2014-15,Brandon Knight,Giannis Antetokounmpo,20.0,0.727
3618,2014-15,Zaza Pachulia,Giannis Antetokounmpo,20.0,0.727
3619,2014-15,Jerryd Bayless,Giannis Antetokounmpo,20.0,0.727
3620,2014-15,Kendall Marshall,Giannis Antetokounmpo,20.0,0.727
3621,2014-15,Jared Dudley,Giannis Antetokounmpo,20.0,0.727
3622,2014-15,Khris Middleton,Giannis Antetokounmpo,20.0,0.727
3623,2014-15,Damien Inglis,Giannis Antetokounmpo,20.0,0.727
3624,2014-15,Johnny O'Bryant III,Giannis Antetokounmpo,20.0,0.727
3625,2014-15,Nate Wolters,Giannis Antetokounmpo,20.0,0.727
3626,2014-15,Jabari Parker,Giannis Antetokounmpo,17.0,0.364
3627,2014-15,Larry Sanders,Giannis Antetokounmpo,17.0,0.364
3628,2014-15,O.J. Mayo,Giannis Antetokounmpo,17.0,0.364
3629,2014-15,Brandon Knight,Giannis Antetokounmpo,17.0,0.364
3630,2014-15,Zaza Pachulia,Giannis Antetokounmpo,17.0,0.364
3631,2014-15,Jared Dudley,Giannis Antetokounmpo,17.0,0.364
3632,2014-15,Khris Middleton,Giannis Antetokounmpo,17.0,0.364
3633,2014-15,Jerryd Bayless,Giannis Antetokounmpo,17.0,0.364
3634,2014-15,Kendall Marshall,Giannis Antetokounmpo,17.0,0.364
3635,2014-15,John Henson,Giannis Antetokounmpo,17.0,0.364
3636,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,17.0,0.364
3637,2014-15,Nate Wolters,Giannis Antetokounmpo,17.0,0.364
3638,2014-15,Kevin Durant,Giannis Antetokounmpo,17.0,0.364
3639,2014-15,Serge Ibaka,Giannis Antetokounmpo,17.0,0.364
3640,2014-15,Steven Adams,Giannis Antetokounmpo,17.0,0.364
3641,2014-15,Andre Roberson,Giannis Antetokounmpo,17.0,0.364
3642,2014-15,Russell Westbrook,Giannis Antetokounmpo,17.0,0.364
3643,2014-15,Jeremy Lamb,Giannis Antetokounmpo,17.0,0.364
3644,2014-15,Perry Jones III,Giannis Antetokounmpo,17.0,0.364
3645,2014-15,Kendrick Perkins,Giannis Antetokounmpo,17.0,0.364
3646,2014-15,Anthony Morrow,Giannis Antetokounmpo,17.0,0.364
3647,2014-15,Reggie Jackson,Giannis Antetokounmpo,17.0,0.364
3648,2014-15,Lance Thomas,Giannis Antetokounmpo,17.0,0.364
3649,2014-15,Ish Smith,Giannis Antetokounmpo,17.0,0.364
3650,2014-15,Nick Collison,Giannis Antetokounmpo,17.0,0.364
3651,2014-15,Jabari Parker,Giannis Antetokounmpo,18.0,0.727
3652,2014-15,Larry Sanders,Giannis Antetokounmpo,18.0,0.727
3653,2014-15,O.J. Mayo,Giannis Antetokounmpo,18.0,0.727
3654,2014-15,Brandon Knight,Giannis Antetokounmpo,18.0,0.727
3655,2014-15,Jared Dudley,Giannis Antetokounmpo,18.0,0.727
3656,2014-15,Zaza Pachulia,Giannis Antetokounmpo,18.0,0.727
3657,2014-15,Khris Middleton,Giannis Antetokounmpo,18.0,0.727
3658,2014-15,Kendall Marshall,Giannis Antetokounmpo,18.0,0.727
3659,2014-15,Jerryd Bayless,Giannis Antetokounmpo,18.0,0.727
3660,2014-15,Nate Wolters,Giannis Antetokounmpo,18.0,0.727
3661,2014-15,John Henson,Giannis Antetokounmpo,18.0,0.727
3662,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,18.0,0.727
3663,2014-15,Chandler Parsons,Giannis Antetokounmpo,18.0,0.727
3664,2014-15,Dirk Nowitzki,Giannis Antetokounmpo,18.0,0.727
3665,2014-15,Tyson Chandler,Giannis Antetokounmpo,18.0,0.727
3666,2014-15,Monta Ellis,Giannis Antetokounmpo,18.0,0.727
3667,2014-15,Jameer Nelson,Giannis Antetokounmpo,18.0,0.727
3668,2014-15,Devin Harris,Giannis Antetokounmpo,18.0,0.727
3669,2014-15,Jae Crowder,Giannis Antetokounmpo,18.0,0.727
3670,2014-15,Brandan Wright,Giannis Antetokounmpo,18.0,0.727
3671,2014-15,J.J. Barea,Giannis Antetokounmpo,18.0,0.727
3672,2014-15,Al-Farouq Aminu,Giannis Antetokounmpo,18.0,0.727
3673,2014-15,Richard Jefferson,Giannis Antetokounmpo,18.0,0.727
3674,2014-15,Greg Smith,Giannis Antetokounmpo,18.0,0.727
3675,2014-15,Charlie Villanueva,Giannis Antetokounmpo,18.0,0.727
3676,2014-15,Danny Granger,Giannis Antetokounmpo,14.0,0.375
3677,2014-15,Josh McRoberts,Giannis Antetokounmpo,14.0,0.375
3678,2014-15,Chris Bosh,Giannis Antetokounmpo,14.0,0.375
3679,2014-15,Dwyane Wade,Giannis Antetokounmpo,14.0,0.375
3680,2014-15,Mario Chalmers,Giannis Antetokounmpo,14.0,0.375
3681,2014-15,Shabazz Napier,Giannis Antetokounmpo,14.0,0.375
3682,2014-15,Justin Hamilton,Giannis Antetokounmpo,14.0,0.375
3683,2014-15,James Ennis III,Giannis Antetokounmpo,14.0,0.375
3684,2014-15,Shawne Williams,Giannis Antetokounmpo,14.0,0.375
3685,2014-15,Norris Cole,Giannis Antetokounmpo,14.0,0.375
3686,2014-15,Luol Deng,Giannis Antetokounmpo,14.0,0.375
3687,2014-15,Udonis Haslem,Giannis Antetokounmpo,14.0,0.375
3688,2014-15,Hassan Whiteside,Giannis Antetokounmpo,14.0,0.375
3689,2014-15,Jabari Parker,Giannis Antetokounmpo,14.0,0.375
3690,2014-15,Zaza Pachulia,Giannis Antetokounmpo,14.0,0.375
3691,2014-15,O.J. Mayo,Giannis Antetokounmpo,14.0,0.375
3692,2014-15,Brandon Knight,Giannis Antetokounmpo,14.0,0.375
3693,2014-15,Larry Sanders,Giannis Antetokounmpo,14.0,0.375
3694,2014-15,Jerryd Bayless,Giannis Antetokounmpo,14.0,0.375
3695,2014-15,Kendall Marshall,Giannis Antetokounmpo,14.0,0.375
3696,2014-15,Jared Dudley,Giannis Antetokounmpo,14.0,0.375
3697,2014-15,Khris Middleton,Giannis Antetokounmpo,14.0,0.375
3698,2014-15,Nate Wolters,Giannis Antetokounmpo,14.0,0.375
3699,2014-15,John Henson,Giannis Antetokounmpo,14.0,0.375
3700,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,14.0,0.375
3701,2014-15,Chandler Parsons,Giannis Antetokounmpo,3.0,0.25
3702,2014-15,Al-Farouq Aminu,Giannis Antetokounmpo,3.0,0.25
3703,2014-15,Tyson Chandler,Giannis Antetokounmpo,3.0,0.25
3704,2014-15,Monta Ellis,Giannis Antetokounmpo,3.0,0.25
3705,2014-15,Jameer Nelson,Giannis Antetokounmpo,3.0,0.25
3706,2014-15,Richard Jefferson,Giannis Antetokounmpo,3.0,0.25
3707,2014-15,Brandan Wright,Giannis Antetokounmpo,3.0,0.25
3708,2014-15,Devin Harris,Giannis Antetokounmpo,3.0,0.25
3709,2014-15,J.J. Barea,Giannis Antetokounmpo,3.0,0.25
3710,2014-15,Jae Crowder,Giannis Antetokounmpo,3.0,0.25
3711,2014-15,Charlie Villanueva,Giannis Antetokounmpo,3.0,0.25
3712,2014-15,Dirk Nowitzki,Giannis Antetokounmpo,3.0,0.25
3713,2014-15,Greg Smith,Giannis Antetokounmpo,3.0,0.25
3714,2014-15,Jabari Parker,Giannis Antetokounmpo,3.0,0.25
3715,2014-15,Larry Sanders,Giannis Antetokounmpo,3.0,0.25
3716,2014-15,O.J. Mayo,Giannis Antetokounmpo,3.0,0.25
3717,2014-15,Brandon Knight,Giannis Antetokounmpo,3.0,0.25
3718,2014-15,Zaza Pachulia,Giannis Antetokounmpo,3.0,0.25
3719,2014-15,Jared Dudley,Giannis Antetokounmpo,3.0,0.25
3720,2014-15,Jerryd Bayless,Giannis Antetokounmpo,3.0,0.25
3721,2014-15,Khris Middleton,Giannis Antetokounmpo,3.0,0.25
3722,2014-15,Kendall Marshall,Giannis Antetokounmpo,3.0,0.25
3723,2014-15,John Henson,Giannis Antetokounmpo,3.0,0.25
3724,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,3.0,0.25
3725,2014-15,Nate Wolters,Giannis Antetokounmpo,3.0,0.25
3726,2014-15,Jabari Parker,Giannis Antetokounmpo,14.0,0.429
3727,2014-15,Larry Sanders,Giannis Antetokounmpo,14.0,0.429
3728,2014-15,O.J. Mayo,Giannis Antetokounmpo,14.0,0.429
3729,2014-15,Brandon Knight,Giannis Antetokounmpo,14.0,0.429
3730,2014-15,Zaza Pachulia,Giannis Antetokounmpo,14.0,0.429
3731,2014-15,Jared Dudley,Giannis Antetokounmpo,14.0,0.429
3732,2014-15,Khris Middleton,Giannis Antetokounmpo,14.0,0.429
3733,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,14.0,0.429
3734,2014-15,Jerryd Bayless,Giannis Antetokounmpo,14.0,0.429
3735,2014-15,John Henson,Giannis Antetokounmpo,14.0,0.429
3736,2014-15,Kendall Marshall,Giannis Antetokounmpo,14.0,0.429
3737,2014-15,Nate Wolters,Giannis Antetokounmpo,14.0,0.429
3738,2014-15,LeBron James,Giannis Antetokounmpo,14.0,0.429
3739,2014-15,Kevin Love,Giannis Antetokounmpo,14.0,0.429
3740,2014-15,Anderson Varejao,Giannis Antetokounmpo,14.0,0.429
3741,2014-15,Shawn Marion,Giannis Antetokounmpo,14.0,0.429
3742,2014-15,Kyrie Irving,Giannis Antetokounmpo,14.0,0.429
3743,2014-15,Tristan Thompson,Giannis Antetokounmpo,14.0,0.429
3744,2014-15,Dion Waiters,Giannis Antetokounmpo,14.0,0.429
3745,2014-15,Joe Harris,Giannis Antetokounmpo,14.0,0.429
3746,2014-15,Mike Miller,Giannis Antetokounmpo,14.0,0.429
3747,2014-15,Lou Amundson,Giannis Antetokounmpo,14.0,0.429
3748,2014-15,Brendan Haywood,Giannis Antetokounmpo,14.0,0.429
3749,2014-15,James Jones,Giannis Antetokounmpo,14.0,0.429
3750,2014-15,AJ Price,Giannis Antetokounmpo,14.0,0.429
3751,2014-15,Trevor Ariza,Giannis Antetokounmpo,17.0,0.583
3752,2014-15,Donatas Motiejunas,Giannis Antetokounmpo,17.0,0.583
3753,2014-15,Tarik Black,Giannis Antetokounmpo,17.0,0.583
3754,2014-15,James Harden,Giannis Antetokounmpo,17.0,0.583
3755,2014-15,Jason Terry,Giannis Antetokounmpo,17.0,0.583
3756,2014-15,Joey Dorsey,Giannis Antetokounmpo,17.0,0.583
3757,2014-15,Kostas Papanikolaou,Giannis Antetokounmpo,17.0,0.583
3758,2014-15,Nick Johnson,Giannis Antetokounmpo,17.0,0.583
3759,2014-15,Francisco Garcia,Giannis Antetokounmpo,17.0,0.583
3760,2014-15,Troy Daniels,Giannis Antetokounmpo,17.0,0.583
3761,2014-15,Isaiah Canaan,Giannis Antetokounmpo,17.0,0.583
3762,2014-15,Dwight Howard,Giannis Antetokounmpo,17.0,0.583
3763,2014-15,Jabari Parker,Giannis Antetokounmpo,17.0,0.583
3764,2014-15,Larry Sanders,Giannis Antetokounmpo,17.0,0.583
3765,2014-15,O.J. Mayo,Giannis Antetokounmpo,17.0,0.583
3766,2014-15,Brandon Knight,Giannis Antetokounmpo,17.0,0.583
3767,2014-15,Khris Middleton,Giannis Antetokounmpo,17.0,0.583
3768,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,17.0,0.583
3769,2014-15,Jared Dudley,Giannis Antetokounmpo,17.0,0.583
3770,2014-15,Kendall Marshall,Giannis Antetokounmpo,17.0,0.583
3771,2014-15,Jerryd Bayless,Giannis Antetokounmpo,17.0,0.583
3772,2014-15,John Henson,Giannis Antetokounmpo,17.0,0.583
3773,2014-15,Zaza Pachulia,Giannis Antetokounmpo,17.0,0.583
3774,2014-15,Nate Wolters,Giannis Antetokounmpo,17.0,0.583
3775,2014-15,Jabari Parker,Giannis Antetokounmpo,7.0,0.429
3776,2014-15,Larry Sanders,Giannis Antetokounmpo,7.0,0.429
3777,2014-15,O.J. Mayo,Giannis Antetokounmpo,7.0,0.429
3778,2014-15,Brandon Knight,Giannis Antetokounmpo,7.0,0.429
3779,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,7.0,0.429
3780,2014-15,Khris Middleton,Giannis Antetokounmpo,7.0,0.429
3781,2014-15,Jerryd Bayless,Giannis Antetokounmpo,7.0,0.429
3782,2014-15,Jared Dudley,Giannis Antetokounmpo,7.0,0.429
3783,2014-15,Kendall Marshall,Giannis Antetokounmpo,7.0,0.429
3784,2014-15,John Henson,Giannis Antetokounmpo,7.0,0.429
3785,2014-15,Zaza Pachulia,Giannis Antetokounmpo,7.0,0.429
3786,2014-15,Nate Wolters,Giannis Antetokounmpo,7.0,0.429
3787,2014-15,Josh Smith,Giannis Antetokounmpo,7.0,0.429
3788,2014-15,Greg Monroe,Giannis Antetokounmpo,7.0,0.429
3789,2014-15,Andre Drummond,Giannis Antetokounmpo,7.0,0.429
3790,2014-15,Kentavious Caldwell-Pope,Giannis Antetokounmpo,7.0,0.429
3791,2014-15,D.J. Augustin,Giannis Antetokounmpo,7.0,0.429
3792,2014-15,Caron Butler,Giannis Antetokounmpo,7.0,0.429
3793,2014-15,Jonas Jerebko,Giannis Antetokounmpo,7.0,0.429
3794,2014-15,Spencer Dinwiddie,Giannis Antetokounmpo,7.0,0.429
3795,2014-15,Kyle Singler,Giannis Antetokounmpo,7.0,0.429
3796,2014-15,Joel Anthony,Giannis Antetokounmpo,7.0,0.429
3797,2014-15,Gigi Datome,Giannis Antetokounmpo,7.0,0.429
3798,2014-15,Brandon Jennings,Giannis Antetokounmpo,7.0,0.429
3799,2014-15,Cartier Martin,Giannis Antetokounmpo,7.0,0.429
3800,2014-15,Jabari Parker,Giannis Antetokounmpo,13.0,0.5
3801,2014-15,Larry Sanders,Giannis Antetokounmpo,13.0,0.5
3802,2014-15,O.J. Mayo,Giannis Antetokounmpo,13.0,0.5
3803,2014-15,Brandon Knight,Giannis Antetokounmpo,13.0,0.5
3804,2014-15,Jared Dudley,Giannis Antetokounmpo,13.0,0.5
3805,2014-15,Jerryd Bayless,Giannis Antetokounmpo,13.0,0.5
3806,2014-15,Zaza Pachulia,Giannis Antetokounmpo,13.0,0.5
3807,2014-15,Khris Middleton,Giannis Antetokounmpo,13.0,0.5
3808,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,13.0,0.5
3809,2014-15,Kendall Marshall,Giannis Antetokounmpo,13.0,0.5
3810,2014-15,John Henson,Giannis Antetokounmpo,13.0,0.5
3811,2014-15,Nate Wolters,Giannis Antetokounmpo,13.0,0.5
3812,2014-15,Andrew Wiggins,Giannis Antetokounmpo,13.0,0.5
3813,2014-15,Thaddeus Young,Giannis Antetokounmpo,13.0,0.5
3814,2014-15,Gorgui Dieng,Giannis Antetokounmpo,13.0,0.5
3815,2014-15,Corey Brewer,Giannis Antetokounmpo,13.0,0.5
3816,2014-15,Zach LaVine,Giannis Antetokounmpo,13.0,0.5
3817,2014-15,Chase Budinger,Giannis Antetokounmpo,13.0,0.5
3818,2014-15,Anthony Bennett,Giannis Antetokounmpo,13.0,0.5
3819,2014-15,Shabazz Muhammad,Giannis Antetokounmpo,13.0,0.5
3820,2014-15,Robbie Hummel,Giannis Antetokounmpo,13.0,0.5
3821,2014-15,Glenn Robinson III,Giannis Antetokounmpo,13.0,0.5
3822,2014-15,Nikola Pekovic,Giannis Antetokounmpo,13.0,0.5
3823,2014-15,Mo Williams,Giannis Antetokounmpo,13.0,0.5
3824,2014-15,Josh Smith,Giannis Antetokounmpo,2.0,0.077
3825,2014-15,Greg Monroe,Giannis Antetokounmpo,2.0,0.077
3826,2014-15,Andre Drummond,Giannis Antetokounmpo,2.0,0.077
3827,2014-15,Kentavious Caldwell-Pope,Giannis Antetokounmpo,2.0,0.077
3828,2014-15,D.J. Augustin,Giannis Antetokounmpo,2.0,0.077
3829,2014-15,Caron Butler,Giannis Antetokounmpo,2.0,0.077
3830,2014-15,Kyle Singler,Giannis Antetokounmpo,2.0,0.077
3831,2014-15,Jonas Jerebko,Giannis Antetokounmpo,2.0,0.077
3832,2014-15,Spencer Dinwiddie,Giannis Antetokounmpo,2.0,0.077
3833,2014-15,Joel Anthony,Giannis Antetokounmpo,2.0,0.077
3834,2014-15,Cartier Martin,Giannis Antetokounmpo,2.0,0.077
3835,2014-15,Brandon Jennings,Giannis Antetokounmpo,2.0,0.077
3836,2014-15,Tony Mitchell,Giannis Antetokounmpo,2.0,0.077
3837,2014-15,Jabari Parker,Giannis Antetokounmpo,2.0,0.077
3838,2014-15,Larry Sanders,Giannis Antetokounmpo,2.0,0.077
3839,2014-15,O.J. Mayo,Giannis Antetokounmpo,2.0,0.077
3840,2014-15,Brandon Knight,Giannis Antetokounmpo,2.0,0.077
3841,2014-15,Khris Middleton,Giannis Antetokounmpo,2.0,0.077
3842,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,2.0,0.077
3843,2014-15,Jerryd Bayless,Giannis Antetokounmpo,2.0,0.077
3844,2014-15,Zaza Pachulia,Giannis Antetokounmpo,2.0,0.077
3845,2014-15,John Henson,Giannis Antetokounmpo,2.0,0.077
3846,2014-15,Jared Dudley,Giannis Antetokounmpo,2.0,0.077
3847,2014-15,Kendall Marshall,Giannis Antetokounmpo,2.0,0.077
3848,2014-15,Nate Wolters,Giannis Antetokounmpo,2.0,0.077
3849,2014-15,Paul Pierce,Giannis Antetokounmpo,20.0,0.545
3850,2014-15,Nene,Giannis Antetokounmpo,20.0,0.545
3851,2014-15,Marcin Gortat,Giannis Antetokounmpo,20.0,0.545
3852,2014-15,Garrett Temple,Giannis Antetokounmpo,20.0,0.545
3853,2014-15,John Wall,Giannis Antetokounmpo,20.0,0.545
3854,2014-15,Kris Humphries,Giannis Antetokounmpo,20.0,0.545
3855,2014-15,Bradley Beal,Giannis Antetokounmpo,20.0,0.545
3856,2014-15,Rasual Butler,Giannis Antetokounmpo,20.0,0.545
3857,2014-15,Kevin Seraphin,Giannis Antetokounmpo,20.0,0.545
3858,2014-15,Andre Miller,Giannis Antetokounmpo,20.0,0.545
3859,2014-15,Drew Gooden,Giannis Antetokounmpo,20.0,0.545
3860,2014-15,DeJuan Blair,Giannis Antetokounmpo,20.0,0.545
3861,2014-15,Otto Porter Jr.,Giannis Antetokounmpo,20.0,0.545
3862,2014-15,Jabari Parker,Giannis Antetokounmpo,20.0,0.545
3863,2014-15,Larry Sanders,Giannis Antetokounmpo,20.0,0.545
3864,2014-15,Khris Middleton,Giannis Antetokounmpo,20.0,0.545
3865,2014-15,Brandon Knight,Giannis Antetokounmpo,20.0,0.545
3866,2014-15,Zaza Pachulia,Giannis Antetokounmpo,20.0,0.545
3867,2014-15,O.J. Mayo,Giannis Antetokounmpo,20.0,0.545
3868,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,20.0,0.545
3869,2014-15,Jerryd Bayless,Giannis Antetokounmpo,20.0,0.545
3870,2014-15,Jared Dudley,Giannis Antetokounmpo,20.0,0.545
3871,2014-15,John Henson,Giannis Antetokounmpo,20.0,0.545
3872,2014-15,Kendall Marshall,Giannis Antetokounmpo,20.0,0.545
3873,2014-15,Nate Wolters,Giannis Antetokounmpo,20.0,0.545
3874,2014-15,Khris Middleton,Giannis Antetokounmpo,7.0,0.25
3875,2014-15,Jabari Parker,Giannis Antetokounmpo,7.0,0.25
3876,2014-15,Larry Sanders,Giannis Antetokounmpo,7.0,0.25
3877,2014-15,Jerryd Bayless,Giannis Antetokounmpo,7.0,0.25
3878,2014-15,Brandon Knight,Giannis Antetokounmpo,7.0,0.25
3879,2014-15,O.J. Mayo,Giannis Antetokounmpo,7.0,0.25
3880,2014-15,Zaza Pachulia,Giannis Antetokounmpo,7.0,0.25
3881,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,7.0,0.25
3882,2014-15,John Henson,Giannis Antetokounmpo,7.0,0.25
3883,2014-15,Nate Wolters,Giannis Antetokounmpo,7.0,0.25
3884,2014-15,Kendall Marshall,Giannis Antetokounmpo,7.0,0.25
3885,2014-15,Jared Dudley,Giannis Antetokounmpo,7.0,0.25
3886,2014-15,Terrence Ross,Giannis Antetokounmpo,7.0,0.25
3887,2014-15,Amir Johnson,Giannis Antetokounmpo,7.0,0.25
3888,2014-15,Jonas Valanciunas,Giannis Antetokounmpo,7.0,0.25
3889,2014-15,DeMar DeRozan,Giannis Antetokounmpo,7.0,0.25
3890,2014-15,Kyle Lowry,Giannis Antetokounmpo,7.0,0.25
3891,2014-15,Lou Williams,Giannis Antetokounmpo,7.0,0.25
3892,2014-15,Patrick Patterson,Giannis Antetokounmpo,7.0,0.25
3893,2014-15,Greivis Vasquez,Giannis Antetokounmpo,7.0,0.25
3894,2014-15,Chuck Hayes,Giannis Antetokounmpo,7.0,0.25
3895,2014-15,Bruno Caboclo,Giannis Antetokounmpo,7.0,0.25
3896,2014-15,Greg Stiemsma,Giannis Antetokounmpo,7.0,0.25
3897,2014-15,Landry Fields,Giannis Antetokounmpo,7.0,0.25
3898,2014-15,Lucas Nogueira,Giannis Antetokounmpo,7.0,0.25
3899,2014-15,Jabari Parker,Giannis Antetokounmpo,18.0,0.636
3900,2014-15,Larry Sanders,Giannis Antetokounmpo,18.0,0.636
3901,2014-15,Khris Middleton,Giannis Antetokounmpo,18.0,0.636
3902,2014-15,Brandon Knight,Giannis Antetokounmpo,18.0,0.636
3903,2014-15,Zaza Pachulia,Giannis Antetokounmpo,18.0,0.636
3904,2014-15,O.J. Mayo,Giannis Antetokounmpo,18.0,0.636
3905,2014-15,Jared Dudley,Giannis Antetokounmpo,18.0,0.636
3906,2014-15,Jerryd Bayless,Giannis Antetokounmpo,18.0,0.636
3907,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,18.0,0.636
3908,2014-15,John Henson,Giannis Antetokounmpo,18.0,0.636
3909,2014-15,Kendall Marshall,Giannis Antetokounmpo,18.0,0.636
3910,2014-15,Nate Wolters,Giannis Antetokounmpo,18.0,0.636
3911,2014-15,Joe Johnson,Giannis Antetokounmpo,18.0,0.636
3912,2014-15,Kevin Garnett,Giannis Antetokounmpo,18.0,0.636
3913,2014-15,Brook Lopez,Giannis Antetokounmpo,18.0,0.636
3914,2014-15,Bojan Bogdanovic,Giannis Antetokounmpo,18.0,0.636
3915,2014-15,Deron Williams,Giannis Antetokounmpo,18.0,0.636
3916,2014-15,Mirza Teletovic,Giannis Antetokounmpo,18.0,0.636
3917,2014-15,Jarrett Jack,Giannis Antetokounmpo,18.0,0.636
3918,2014-15,Alan Anderson,Giannis Antetokounmpo,18.0,0.636
3919,2014-15,Mason Plumlee,Giannis Antetokounmpo,18.0,0.636
3920,2014-15,Jerome Jordan,Giannis Antetokounmpo,18.0,0.636
3921,2014-15,Markel Brown,Giannis Antetokounmpo,18.0,0.636
3922,2014-15,Jorge Gutierrez,Giannis Antetokounmpo,18.0,0.636
3923,2014-15,Cory Jefferson,Giannis Antetokounmpo,18.0,0.636
3924,2014-15,JR Smith,Giannis Antetokounmpo,13.0,0.5
3925,2014-15,Carmelo Anthony,Giannis Antetokounmpo,13.0,0.5
3926,2014-15,Samuel Dalembert,Giannis Antetokounmpo,13.0,0.5
3927,2014-15,Iman Shumpert,Giannis Antetokounmpo,13.0,0.5
3928,2014-15,Shane Larkin,Giannis Antetokounmpo,13.0,0.5
3929,2014-15,Amar'e Stoudemire,Giannis Antetokounmpo,13.0,0.5
3930,2014-15,Tim Hardaway Jr.,Giannis Antetokounmpo,13.0,0.5
3931,2014-15,Jason Smith,Giannis Antetokounmpo,13.0,0.5
3932,2014-15,Pablo Prigioni,Giannis Antetokounmpo,13.0,0.5
3933,2014-15,Travis Wear,Giannis Antetokounmpo,13.0,0.5
3934,2014-15,Quincy Acy,Giannis Antetokounmpo,13.0,0.5
3935,2014-15,Cole Aldrich,Giannis Antetokounmpo,13.0,0.5
3936,2014-15,Cleanthony Early,Giannis Antetokounmpo,13.0,0.5
3937,2014-15,Jabari Parker,Giannis Antetokounmpo,13.0,0.5
3938,2014-15,Zaza Pachulia,Giannis Antetokounmpo,13.0,0.5
3939,2014-15,Khris Middleton,Giannis Antetokounmpo,13.0,0.5
3940,2014-15,Brandon Knight,Giannis Antetokounmpo,13.0,0.5
3941,2014-15,Jared Dudley,Giannis Antetokounmpo,13.0,0.5
3942,2014-15,John Henson,Giannis Antetokounmpo,13.0,0.5
3943,2014-15,O.J. Mayo,Giannis Antetokounmpo,13.0,0.5
3944,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,13.0,0.5
3945,2014-15,Jerryd Bayless,Giannis Antetokounmpo,13.0,0.5
3946,2014-15,Kendall Marshall,Giannis Antetokounmpo,13.0,0.5
3947,2014-15,Larry Sanders,Giannis Antetokounmpo,13.0,0.5
3948,2014-15,Nate Wolters,Giannis Antetokounmpo,13.0,0.5
3949,2014-15,Jabari Parker,Giannis Antetokounmpo,11.0,0.5
3950,2014-15,Larry Sanders,Giannis Antetokounmpo,11.0,0.5
3951,2014-15,Jared Dudley,Giannis Antetokounmpo,11.0,0.5
3952,2014-15,Brandon Knight,Giannis Antetokounmpo,11.0,0.5
3953,2014-15,John Henson,Giannis Antetokounmpo,11.0,0.5
3954,2014-15,Khris Middleton,Giannis Antetokounmpo,11.0,0.5
3955,2014-15,O.J. Mayo,Giannis Antetokounmpo,11.0,0.5
3956,2014-15,Zaza Pachulia,Giannis Antetokounmpo,11.0,0.5
3957,2014-15,Jerryd Bayless,Giannis Antetokounmpo,11.0,0.5
3958,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,11.0,0.5
3959,2014-15,Nate Wolters,Giannis Antetokounmpo,11.0,0.5
3960,2014-15,Kendall Marshall,Giannis Antetokounmpo,11.0,0.5
3961,2014-15,Luol Deng,Giannis Antetokounmpo,11.0,0.5
3962,2014-15,Shawne Williams,Giannis Antetokounmpo,11.0,0.5
3963,2014-15,Chris Bosh,Giannis Antetokounmpo,11.0,0.5
3964,2014-15,Mario Chalmers,Giannis Antetokounmpo,11.0,0.5
3965,2014-15,Norris Cole,Giannis Antetokounmpo,11.0,0.5
3966,2014-15,James Ennis III,Giannis Antetokounmpo,11.0,0.5
3967,2014-15,Chris Andersen,Giannis Antetokounmpo,11.0,0.5
3968,2014-15,Shabazz Napier,Giannis Antetokounmpo,11.0,0.5
3969,2014-15,Udonis Haslem,Giannis Antetokounmpo,11.0,0.5
3970,2014-15,Shannon Brown,Giannis Antetokounmpo,11.0,0.5
3971,2014-15,Andre Dawkins,Giannis Antetokounmpo,11.0,0.5
